type,a,b,c,d,e,f,g,h,i,j,k,l,m
1,0.00,8,0,58,1.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,376,0,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00
-1,1.15,49,128,219,1.00,1.00,0.00,0.67,11.00,39.00,0.00,0.00,0.00
1,0.00,49,0,0,0.00,0.00,0.00,0.50,21.00,21.00,1.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,2.02,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,2.28,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,1.11,49,128,219,0.00,0.00,0.00,0.00,22.00,39.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
-1,8.61,49,2475,1518,1.00,1.00,0.00,0.33,22.00,39.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.25,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
-1,2.39,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,1.13,49,128,219,0.00,0.00,0.00,0.00,11.00,39.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
-1,27.08,49,4228,2459,1.00,1.00,0.00,0.33,12.00,40.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,2.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,2.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,2.19,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,1.11,49,128,219,0.00,0.00,0.00,0.00,22.00,37.00,0.00,0.00,0.00
1,4.55,8,2233,167,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,6.35,49,2475,1518,1.00,1.00,0.00,0.50,22.00,37.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,91.00,100.00,1.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.00
1,5.94,8,2050,245,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
-1,1.15,49,128,219,0.00,0.00,0.00,1.00,11.00,35.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,376,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,1.11,49,128,219,0.00,0.00,0.00,1.00,20.00,36.00,0.00,0.00,0.00
1,4.06,8,5087,245,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,376,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,6.29,49,2475,1518,1.00,1.00,0.00,0.67,21.00,36.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,2.00,0.00,0.00,1.00
1,25.33,8,83304,253,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,2.22,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,4.11,49,128,219,0.00,0.00,0.00,0.00,11.00,37.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,0.00,0.00,0.00,0.00,4.00,100.00,0.25,0.00,0.00
-1,1.11,49,128,219,0.00,0.00,0.00,0.00,22.00,38.00,0.00,0.00,0.00
1,2.56,8,2396,300,1.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,4.01,8,5101,245,1.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,53.94,49,8610,5061,1.00,1.00,0.00,0.50,12.00,38.00,0.00,0.00,0.00
-2,6.26,49,2475,1518,2.00,1.00,0.00,0.33,21.00,38.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
1,3.16,8,2211,167,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,3.49,8,2218,167,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,13,0,0,0.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
-1,1.10,49,128,219,0.00,0.00,0.00,1.00,22.00,38.00,0.00,0.00,0.00
-1,0.00,49,33,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,1.16,49,128,219,1.00,1.00,0.00,0.50,12.00,38.00,0.00,0.00,0.00
-1,6.30,49,2475,1518,2.00,1.00,0.00,0.33,22.00,38.00,0.00,0.00,0.00
-1,0.00,49,0,0,3.00,1.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
1,3.65,8,2216,167,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,2.55,8,552,245,1.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,15.80,8,34567,245,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,58,0.00,0.00,0.00,0.00,1.00,100.00,1.00,0.00,0.00
1,26.46,8,5069,245,1.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,24.78,8,5084,245,2.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,1.10,49,128,219,0.00,0.00,0.00,1.00,22.00,38.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,6.26,49,2475,1518,1.00,1.00,0.00,0.50,23.00,39.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,2.00,0.00,0.00,1.00
-1,2.42,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,1.15,49,128,219,0.00,0.00,0.00,0.67,12.00,40.00,0.00,0.00,0.00
1,2.97,8,835,245,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,13,0,0,0.00,0.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
-1,1.12,49,128,219,0.00,0.00,0.00,1.00,22.00,39.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,89.00,100.00,1.00,0.00,0.00
-1,8.71,49,2475,1518,1.00,1.00,0.00,0.00,23.00,40.00,0.00,0.00,0.00
-1,3.05,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,3.46,8,787,245,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,1.15,49,128,219,0.00,0.00,0.00,0.50,12.00,39.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,7.47,8,5393,325,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,1.10,49,128,219,0.00,0.00,0.00,0.00,22.00,39.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
-1,6.29,49,2475,1518,1.00,1.00,0.00,0.50,22.00,37.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.40,0.00,1.00,0.00,0.00,1.00
1,3.75,8,797,245,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00
1,10.16,8,2246,268,1.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
-1,1.26,49,128,219,0.00,0.00,0.00,0.50,11.00,37.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,28.12,49,4228,2459,1.00,1.00,0.00,0.60,12.00,38.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,1.00
-1,1.11,49,128,219,0.00,0.00,0.00,1.00,21.00,36.00,0.00,0.00,0.00
-1,9.30,49,2475,1518,1.00,1.00,0.00,0.50,21.00,36.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,0.00,0.00,0.00,0.00,5.00,100.00,0.40,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,0.00,13,0,0,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,1.00,1.00,0.00,0.50,1.00,1.00,1.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,1.00,0.00,0.00,1.00
-1,1.14,49,128,219,0.00,0.00,0.00,0.33,11.00,33.00,0.00,0.00,0.00
1,16.10,8,588,309,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.25,0.00,1.00,0.00,0.00,1.00
-1,2.31,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,2.49,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,13,0,0,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00
1,83.75,8,716,176,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,1.11,49,128,219,0.00,0.00,0.00,0.50,20.00,33.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
1,368.61,8,26390,262,1.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,10.55,49,2475,1518,1.00,1.00,0.00,0.25,21.00,34.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,2.13,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
1,18.18,8,666,176,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00
1,20.56,8,657,176,1.00,1.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00
1,13.19,8,652,176,2.00,1.00,0.00,0.00,3.00,100.00,0.00,0.00,0.00
-1,0.00,49,35,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,0,3.00,1.00,0.00,0.00,2.00,100.00,1.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,1.00,0.00,0.00,1.00
-1,1.25,49,128,219,0.00,0.00,0.00,0.71,12.00,32.00,0.00,0.00,0.00
1,8.30,8,2306,276,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,1.00
1,3.12,8,105,90,1.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,4.03,8,2431,308,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,4.05,8,2554,308,3.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00
-1,27.41,49,4228,2459,1.00,1.00,0.00,0.50,13.00,33.00,0.00,0.00,0.00
1,3.11,8,114,166,4.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00
1,3.10,8,115,90,5.00,1.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00
1,3.11,8,118,166,6.00,1.00,0.00,0.00,3.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,3.02,8,116,166,6.00,1.00,0.00,0.00,4.00,100.00,0.00,0.00,0.00
1,2.93,8,109,90,7.00,1.00,0.00,0.00,5.00,100.00,0.00,0.00,0.00
-1,1.11,49,128,219,0.00,0.00,0.00,1.00,20.00,33.00,0.00,0.00,0.00
1,3.19,8,118,166,5.00,1.00,0.00,0.00,6.00,100.00,0.00,0.00,0.00
1,5.91,8,609,176,6.00,1.00,0.00,0.00,7.00,100.00,0.00,0.00,0.00
1,3.04,8,118,166,4.00,1.00,0.00,0.00,8.00,100.00,0.00,0.00,0.00
-1,6.47,49,2475,1518,1.00,1.00,0.00,0.00,20.00,33.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,1.00,0.00,0.00,1.00
1,5.72,8,641,176,3.00,1.00,0.00,0.00,9.00,100.00,0.00,0.00,0.00
1,7.15,8,612,176,4.00,1.00,0.00,0.00,10.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,4.75,8,599,176,0.00,0.00,0.00,0.00,11.00,100.00,0.00,0.00,0.00
1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,2.01,8,114,166,1.00,1.00,0.00,0.00,12.00,100.00,0.00,0.00,0.00
1,9.41,8,621,176,2.00,1.00,0.00,0.00,4.00,100.00,0.00,0.00,0.00
1,3.88,8,816,245,3.00,1.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,1.00
1,2.24,8,109,90,3.00,1.00,0.00,0.00,13.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.80,0.00,1.00,0.00,0.00,1.00
1,0.01,49,0,0,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.83,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00
-1,1.17,49,128,219,0.00,0.00,0.00,0.67,11.00,31.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.57,0.00,0.00,0.00,0.00,0.00
-1,1.11,49,128,219,1.00,1.00,0.00,0.20,20.00,32.00,0.00,0.00,0.00
1,8.70,8,609,176,0.00,0.00,0.00,0.00,14.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.17,0.00,1.00,0.00,0.00,1.00
-1,6.35,49,2475,1518,2.00,1.00,0.00,0.20,21.00,33.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,1.00,0.00,0.00,1.00
1,17.95,8,662,176,1.00,1.00,0.00,0.00,5.00,100.00,0.00,0.00,0.00
1,17.55,8,680,176,1.00,1.00,0.00,0.00,6.00,100.00,0.00,0.00,0.00
1,3.16,8,575,245,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,3.15,8,2289,245,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,4.98,8,2370,292,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,1.00
-1,2.49,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,76,0.00,0.00,0.00,0.00,15.00,100.00,0.07,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,1.11,49,128,219,0.00,0.00,0.00,1.00,20.00,32.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,1.11,49,128,219,1.00,1.00,0.00,0.50,12.00,33.00,0.00,0.00,0.00
-1,6.31,49,2475,1518,2.00,1.00,0.00,0.33,21.00,34.00,0.00,0.00,0.00
-1,2.17,49,0,0,0.00,0.00,0.00,0.25,0.00,1.00,0.00,0.00,0.00
1,0.00,8,0,76,0.00,0.00,0.00,0.00,16.00,100.00,0.06,0.00,0.00
-1,27.30,49,4228,2459,3.00,1.00,0.00,0.20,12.00,34.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,76,1.00,1.00,0.00,0.00,17.00,100.00,0.06,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,13,0,0,0.00,0.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
-1,0.00,13,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,2.00,0.00,0.00,1.00
1,0.00,8,0,76,0.00,0.00,0.00,0.00,18.00,100.00,0.06,0.00,0.00
1,0.00,8,0,76,1.00,1.00,0.00,0.00,19.00,100.00,0.05,0.00,0.00
1,121.35,8,124,98,2.00,1.00,0.00,0.00,7.00,100.00,0.00,0.00,0.00
1,254.07,8,35079,245,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,0.00,8,0,76,4.00,1.00,0.00,0.00,20.00,100.00,0.05,0.00,0.00
1,7.92,8,2327,245,5.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,1.10,49,128,219,0.00,0.00,0.00,1.00,20.00,32.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.75,0.00,1.00,0.00,0.00,1.00
1,5.39,8,931,261,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,5.36,8,1072,277,1.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00
-1,6.28,49,2475,1518,1.00,1.00,0.00,0.80,20.00,32.00,0.00,0.00,0.00
1,0.00,8,0,0,2.00,1.00,0.00,0.00,3.00,100.00,1.00,0.00,0.00
1,2.82,8,805,245,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,3.33,8,5190,245,4.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,2.03,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,1.13,49,128,219,0.00,0.00,0.00,0.00,11.00,32.00,0.00,0.00,0.00
1,3.23,8,2329,245,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
1,247.63,8,688,176,1.00,1.00,0.00,0.00,8.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,76,1.00,1.00,0.00,0.00,21.00,100.00,0.10,0.00,0.00
-1,2.43,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,20.29,8,667,176,2.00,1.00,0.00,0.00,9.00,100.00,0.00,0.00,0.00
-1,0.00,49,376,0,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00
-1,1.11,49,128,219,0.00,0.00,0.00,1.00,20.00,32.00,0.00,0.00,0.00
1,8.74,8,7160,245,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,8.75,8,7150,245,1.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00
1,8.75,8,7142,245,2.00,1.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,76,3.00,1.00,0.00,0.00,22.00,100.00,0.09,0.00,0.00
-1,6.85,49,2475,1518,1.00,1.00,0.00,0.67,20.00,31.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
-1,0.00,7,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
1,0.00,8,0,76,0.00,0.00,0.00,0.00,23.00,100.00,0.09,0.00,0.00
1,4.64,8,3098,245,1.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
